Postal Code,State,Primary_city,Zone
10552,NY,Mount Vernon,NJ-EDS-B
10553,NY,Mount Vernon,NJ-EDS-B
10562,NY,Ossining,NJ-EDS-B
10570,NY,Pleasantville,NJ-EDS-B
10573,NY,Port Chester,NJ-EDS-B
10577,NY,Purchase,NJ-EDS-B
10580,NY,Rye,NJ-EDS-B
10583,NY,Scarsdale,NJ-EDS-B
10591,NY,Tarrytown,NJ-EDS-B
10594,NY,Thornwood,NJ-EDS-B
10595,NY,Valhalla,NJ-EDS-B
10601,NY,White Plains,NJ-EDS-B
10603,NY,White Plains,NJ-EDS-B
10604,NY,West Harrison,NJ-EDS-B
10605,NY,White Plains,NJ-EDS-B
10606,NY,White Plains,NJ-EDS-B
10607,NY,White Plains,NJ-EDS-B
10701,NY,Yonkers,NJ-EDS-B
10703,NY,Yonkers,NJ-EDS-B
10704,NY,Yonkers,NJ-EDS-B
10705,NY,Yonkers,NJ-EDS-B
10706,NY,Hastings On Hudson,NJ-EDS-B
10707,NY,Tuckahoe,NJ-EDS-B
10708,NY,Bronxville,NJ-EDS-B
10709,NY,Eastchester,NJ-EDS-B
10710,NY,Yonkers,NJ-EDS-B
10801,NY,New Rochelle,NJ-EDS-B
10803,NY,Pelham,NJ-EDS-B
10804,NY,Wykagyl,NJ-EDS-B
10805,NY,New Rochelle,NJ-EDS-B
10901,NY,Suffern,NJ-EDS-B
10913,NY,Blauvelt,NJ-EDS-B
10920,NY,Congers,NJ-EDS-B
10923,NY,Garnerville,NJ-EDS-B
10927,NY,Haverstraw,NJ-EDS-B
10952,NY,Monsey,NJ-EDS-B
10954,NY,Nanuet,NJ-EDS-B
10956,NY,New City,NJ-EDS-B
10960,NY,Nyack,NJ-EDS-B
10962,NY,Orangeburg,NJ-EDS-B
10964,NY,Palisades,NJ-EDS-B
10965,NY,Pearl River,NJ-EDS-B
10968,NY,Piermont,NJ-EDS-B
10976,NY,Sparkill,NJ-EDS-B
10977,NY,Spring Valley,NJ-EDS-B
10983,NY,Tappan,NJ-EDS-B
10984,NY,Thiells,NJ-EDS-B
10989,NY,Valley Cottage,NJ-EDS-B
10993,NY,West Haverstraw,NJ-EDS-B
10994,NY,West Nyack,NJ-EDS-B
11001,NY,Floral Park,NJ-EDS-B
11003,NY,Elmont,NJ-EDS-B
11004,NY,Glen Oaks,NJ-EDS-B
11005,NY,Floral Park,NJ-EDS-B
11010,NY,Franklin Square,NJ-EDS-B
11020,NY,Great Neck,NJ-EDS-B
11021,NY,Great Neck,NJ-EDS-B
11023,NY,Great Neck,NJ-EDS-B
11024,NY,Great Neck,NJ-EDS-B
11030,NY,Manhasset,NJ-EDS-B
11040,NY,New Hyde Park,NJ-EDS-B
11042,NY,New Hyde Park,NJ-EDS-B
11050,NY,Port Washington,NJ-EDS-B
11096,NY,Inwood,NJ-EDS-B
11101,NY,Long Island City,NJ-EDS-B
11102,NY,Astoria,NJ-EDS-B
11103,NY,Astoria,NJ-EDS-B
11104,NY,Sunnyside,NJ-EDS-B
11105,NY,Astoria,NJ-EDS-B
11106,NY,Astoria,NJ-EDS-B
11109,NY,Long Island City,NJ-EDS-B
11120,NY,Long Island City,NJ-EDS-B
11201,NY,Brooklyn,NJ-EDS-B
11203,NY,Brooklyn,NJ-EDS-B
11204,NY,Brooklyn,NJ-EDS-B
11205,NY,Brooklyn,NJ-EDS-B
11206,NY,Brooklyn,NJ-EDS-B
11207,NY,Brooklyn,NJ-EDS-B
11208,NY,Brooklyn,NJ-EDS-B
11209,NY,Brooklyn,NJ-EDS-B
11210,NY,Brooklyn,NJ-EDS-B
11211,NY,Brooklyn,NJ-EDS-B
11212,NY,Brooklyn,NJ-EDS-B
11213,NY,Brooklyn,NJ-EDS-B
11214,NY,Brooklyn,NJ-EDS-B
11215,NY,Brooklyn,NJ-EDS-B
11216,NY,Brooklyn,NJ-EDS-B
11217,NY,Brooklyn,NJ-EDS-B
11218,NY,Brooklyn,NJ-EDS-B
11219,NY,Brooklyn,NJ-EDS-B
11220,NY,Brooklyn,NJ-EDS-B
11221,NY,Brooklyn,NJ-EDS-B
11222,NY,Brooklyn,NJ-EDS-B
11223,NY,Brooklyn,NJ-EDS-B
11224,NY,Brooklyn,NJ-EDS-B
11225,NY,Brooklyn,NJ-EDS-B
11226,NY,Brooklyn,NJ-EDS-B
11228,NY,Brooklyn,NJ-EDS-B
11229,NY,Brooklyn,NJ-EDS-B
11230,NY,Brooklyn,NJ-EDS-B
11231,NY,Brooklyn,NJ-EDS-B
11232,NY,Brooklyn,NJ-EDS-B
11233,NY,Brooklyn,NJ-EDS-B
11234,NY,Brooklyn,NJ-EDS-B
11235,NY,Brooklyn,NJ-EDS-B
11236,NY,Brooklyn,NJ-EDS-B
11237,NY,Brooklyn,NJ-EDS-B
11238,NY,Brooklyn,NJ-EDS-B
11239,NY,Brooklyn,NJ-EDS-B
11241,NY,Brooklyn,NJ-EDS-B
11242,NY,Brooklyn,NJ-EDS-B
11243,NY,Brooklyn,NJ-EDS-B
11245,NY,Brooklyn,NJ-EDS-B
11249,NY,Brooklyn,NJ-EDS-B
11251,NY,Brooklyn,NJ-EDS-B
11252,NY,Brooklyn,NJ-EDS-B
11256,NY,Brooklyn,NJ-EDS-B
11351,NY,Flushing,NJ-EDS-B
11354,NY,Flushing,NJ-EDS-B
11355,NY,Flushing,NJ-EDS-B
11356,NY,College Point,NJ-EDS-B
11357,NY,Whitestone,NJ-EDS-B
11358,NY,Flushing,NJ-EDS-B
11359,NY,Bayside,NJ-EDS-B
11360,NY,Bayside,NJ-EDS-B
11361,NY,Bayside,NJ-EDS-B
11362,NY,Little Neck,NJ-EDS-B
11363,NY,Little Neck,NJ-EDS-B
11364,NY,Oakland Gardens,NJ-EDS-B
11365,NY,Fresh Meadows,NJ-EDS-B
11366,NY,Fresh Meadows,NJ-EDS-B
11367,NY,Flushing,NJ-EDS-B
11368,NY,Corona,NJ-EDS-B
11369,NY,East Elmhurst,NJ-EDS-B
11370,NY,East Elmhurst,NJ-EDS-B
11371,NY,Flushing,NJ-EDS-B
11372,NY,Jackson Heights,NJ-EDS-B
11373,NY,Elmhurst,NJ-EDS-B
11374,NY,Rego Park,NJ-EDS-B
11375,NY,Forest Hills,NJ-EDS-B
11377,NY,Woodside,NJ-EDS-B
11378,NY,Maspeth,NJ-EDS-B
11379,NY,Middle Village,NJ-EDS-B
11385,NY,Ridgewood,NJ-EDS-B
11405,NY,Jamaica,NJ-EDS-B
11411,NY,Cambria Heights,NJ-EDS-B
11412,NY,Saint Albans,NJ-EDS-B
11413,NY,Springfield Gardens,NJ-EDS-B
11414,NY,Howard Beach,NJ-EDS-B
11415,NY,Kew Gardens,NJ-EDS-B
11416,NY,Ozone Park,NJ-EDS-B
11417,NY,Ozone Park,NJ-EDS-B
11418,NY,Richmond Hill,NJ-EDS-B
11419,NY,South Richmond Hill,NJ-EDS-B
11420,NY,South Ozone Park,NJ-EDS-B
11421,NY,Woodhaven,NJ-EDS-B
11422,NY,Rosedale,NJ-EDS-B
11423,NY,Hollis,NJ-EDS-B
11425,NY,Jamaica,NJ-EDS-B
11426,NY,Bellerose,NJ-EDS-B
11427,NY,Queens Village,NJ-EDS-B
11428,NY,Queens Village,NJ-EDS-B
11429,NY,Queens Village,NJ-EDS-B
11430,NY,Jamaica,NJ-EDS-B
11432,NY,Jamaica,NJ-EDS-B
11433,NY,Jamaica,NJ-EDS-B
11434,NY,Jamaica,NJ-EDS-B
11435,NY,Jamaica,NJ-EDS-B
11436,NY,Jamaica,NJ-EDS-B
11437,NY,Jamaica,NJ-EDS-B
11439,NY,Jamaica,NJ-EDS-B
11451,NY,Jamaica,NJ-EDS-B
11499,NY,Jamaica,NJ-EDS-B
11501,NY,Mineola,NJ-EDS-B
11507,NY,Albertson,NJ-EDS-B
11509,NY,Atlantic Beach,NJ-EDS-B
11510,NY,Baldwin,NJ-EDS-B
11514,NY,Carle Place,NJ-EDS-B
11516,NY,Cedarhurst,NJ-EDS-B
11518,NY,East Rockaway,NJ-EDS-B
11520,NY,Freeport,NJ-EDS-B
11530,NY,Garden City,NJ-EDS-B
11542,NY,Glen Cove,NJ-EDS-B
11545,NY,Glen Head,NJ-EDS-B
11548,NY,Greenvale,NJ-EDS-B
11549,NY,Hempstead,NJ-EDS-B
11550,NY,Hempstead,NJ-EDS-B
11552,NY,West Hempstead,NJ-EDS-B
11553,NY,Uniondale,NJ-EDS-B
11554,NY,East Meadow,NJ-EDS-B
11555,NY,Uniondale,NJ-EDS-B
11556,NY,Uniondale,NJ-EDS-B
11557,NY,Hewlett,NJ-EDS-B
11558,NY,Island Park,NJ-EDS-B
11559,NY,Lawrence,NJ-EDS-B
11560,NY,Locust Valley,NJ-EDS-B
11561,NY,Long Beach,NJ-EDS-B
11563,NY,Lynbrook,NJ-EDS-B
11565,NY,Malverne,NJ-EDS-B
11566,NY,Merrick,NJ-EDS-B
11568,NY,Old Westbury,NJ-EDS-B
11570,NY,Rockville Centre,NJ-EDS-B
11572,NY,Oceanside,NJ-EDS-B
11575,NY,Roosevelt,NJ-EDS-B
11576,NY,Roslyn,NJ-EDS-B
11577,NY,Roslyn Heights,NJ-EDS-B
11579,NY,Sea Cliff,NJ-EDS-B
11580,NY,Valley Stream,NJ-EDS-B
11581,NY,Valley Stream,NJ-EDS-B
11590,NY,Westbury,NJ-EDS-B
11596,NY,Williston Park,NJ-EDS-B
11598,NY,Woodmere,NJ-EDS-B
11599,NY,Garden City,NJ-EDS-B
11691,NY,Far Rockaway,NJ-EDS-B
11692,NY,Arverne,NJ-EDS-B
11693,NY,Far Rockaway,NJ-EDS-B
11694,NY,Rockaway Park,NJ-EDS-B
11697,NY,Breezy Point,NJ-EDS-B
11701,NY,Amityville,NJ-EDS-B
11702,NY,Babylon,NJ-EDS-B
11703,NY,North Babylon,NJ-EDS-B
11704,NY,West Babylon,NJ-EDS-B
11706,NY,Bay Shore,NJ-EDS-B
11709,NY,Bayville,NJ-EDS-B
11710,NY,Bellmore,NJ-EDS-B
11714,NY,Bethpage,NJ-EDS-B
11717,NY,Brentwood,NJ-EDS-B
11718,NY,Brightwaters,NJ-EDS-B
11721,NY,Centerport,NJ-EDS-B
11724,NY,Cold Spring Harbor,NJ-EDS-B
11725,NY,Commack,NJ-EDS-B
11726,NY,Copiague,NJ-EDS-B
11729,NY,Deer Park,NJ-EDS-B
11731,NY,East Northport,NJ-EDS-B
11732,NY,East Norwich,NJ-EDS-B
11735,NY,Farmingdale,NJ-EDS-B
11737,NY,Farmingdale,NJ-EDS-B
11740,NY,Greenlawn,NJ-EDS-B
11743,NY,Huntington,NJ-EDS-B
11746,NY,Huntington Station,NJ-EDS-B
11747,NY,Melville,NJ-EDS-B
11751,NY,Islip,NJ-EDS-B
11753,NY,Jericho,NJ-EDS-B
11756,NY,Levittown,NJ-EDS-B
11757,NY,Lindenhurst,NJ-EDS-B
11758,NY,Massapequa,NJ-EDS-B
11762,NY,Massapequa Park,NJ-EDS-B
11765,NY,Mill Neck,NJ-EDS-B
11768,NY,Northport,NJ-EDS-B
11771,NY,Oyster Bay,NJ-EDS-B
11773,NY,Syosset,NJ-EDS-B
11775,NY,Melville,NJ-EDS-B
11783,NY,Seaford,NJ-EDS-B
11791,NY,Syosset,NJ-EDS-B
11793,NY,Wantagh,NJ-EDS-B
11795,NY,West Islip,NJ-EDS-B
11797,NY,Woodbury,NJ-EDS-B
11798,NY,Wyandanch,NJ-EDS-B
11801,NY,Hicksville,NJ-EDS-B
11803,NY,Plainview,NJ-EDS-B
11804,NY,Old Bethpage,NJ-EDS-B
11815,NY,Hicksville,NJ-EDS-B
11853,NY,Jericho,NJ-EDS-B
18902,PA,Doylestown,NJ-EDS-A
18912,PA,Buckingham,NJ-EDS-A
18913,PA,Carversville,NJ-EDS-A
18925,PA,Furlong,NJ-EDS-A
18929,PA,Jamison,NJ-EDS-A
18933,PA,Lumberville,NJ-EDS-A
18934,PA,Mechanicsville,NJ-EDS-A
18936,PA,Montgomeryville,NJ-EDS-A
18938,PA,New Hope,NJ-EDS-A
18940,PA,Newtown,NJ-EDS-A
18946,PA,Pineville,NJ-EDS-A
18954,PA,Richboro,NJ-EDS-A
18966,PA,Southampton,NJ-EDS-A
18974,PA,Warminster,NJ-EDS-A
18976,PA,Warrington,NJ-EDS-A
18977,PA,Washington Crossing,NJ-EDS-A
18980,PA,Wycombe,NJ-EDS-A
18991,PA,Warminster,NJ-EDS-A
19001,PA,Abington,NJ-EDS-A
19002,PA,Ambler,NJ-EDS-A
19003,PA,Ardmore,NJ-EDS-B
19004,PA,Bala Cynwyd,NJ-EDS-B
19006,PA,Huntingdon Valley,NJ-EDS-A
19007,PA,Bristol,NJ-EDS-A
19008,PA,Broomall,NJ-EDS-B
19010,PA,Bryn Mawr,NJ-EDS-B
19012,PA,Cheltenham,NJ-EDS-A
19013,PA,Chester,NJ-EDS-B
19018,PA,Clifton Heights,NJ-EDS-B
19020,PA,Bensalem,NJ-EDS-A
19021,PA,Croydon,NJ-EDS-A
19022,PA,Crum Lynne,NJ-EDS-B
19023,PA,Darby,NJ-EDS-B
19025,PA,Dresher,NJ-EDS-A
19026,PA,Drexel Hill,NJ-EDS-B
19027,PA,Elkins Park,NJ-EDS-A
19029,PA,Essington,NJ-EDS-B
19030,PA,Fairless Hills,NJ-EDS-A
19031,PA,Flourtown,NJ-EDS-B
19032,PA,Folcroft,NJ-EDS-B
19033,PA,Folsom,NJ-EDS-B
19034,PA,Fort Washington,NJ-EDS-B
19035,PA,Gladwyne,NJ-EDS-B
19036,PA,Glenolden,NJ-EDS-B
19038,PA,Glenside,NJ-EDS-B
19040,PA,Hatboro,NJ-EDS-A
19041,PA,Haverford,NJ-EDS-B
19043,PA,Holmes,NJ-EDS-B
19044,PA,Horsham,NJ-EDS-A
19046,PA,Jenkintown,NJ-EDS-A
19047,PA,Langhorne,NJ-EDS-A
19048,PA,Langhorne,NJ-EDS-A
19049,PA,Langhorne,NJ-EDS-A
19050,PA,Lansdowne,NJ-EDS-B
19053,PA,Feasterville Trevose,NJ-EDS-A
19054,PA,Levittown,NJ-EDS-A
19055,PA,Levittown,NJ-EDS-A
19056,PA,Levittown,NJ-EDS-A
19057,PA,Levittown,NJ-EDS-A
19064,PA,Springfield,NJ-EDS-B
19066,PA,Merion Station,NJ-EDS-B
19067,PA,Morrisville,NJ-EDS-A
19070,PA,Morton,NJ-EDS-B
19072,PA,Narberth,NJ-EDS-B
19074,PA,Norwood,NJ-EDS-B
19075,PA,Oreland,NJ-EDS-B
19076,PA,Prospect Park,NJ-EDS-B
19078,PA,Ridley Park,NJ-EDS-B
19079,PA,Sharon Hill,NJ-EDS-B
19081,PA,Swarthmore,NJ-EDS-B
19082,PA,Upper Darby,NJ-EDS-B
19083,PA,Havertown,NJ-EDS-B
19085,PA,Villanova,NJ-EDS-B
19086,PA,Wallingford,NJ-EDS-B
19090,PA,Willow Grove,NJ-EDS-A
19091,PA,Media,NJ-EDS-B
19092,PA,Philadelphia,NJ-EDS-B
19093,PA,Philadelphia,NJ-EDS-B
19094,PA,Woodlyn,NJ-EDS-B
19095,PA,Wyncote,NJ-EDS-A
19096,PA,Wynnewood,NJ-EDS-B
19098,PA,Holmes,NJ-EDS-B
19099,PA,Philadelphia,NJ-EDS-B
19102,PA,Philadelphia,NJ-EDS-B
19103,PA,Philadelphia,NJ-EDS-B
19104,PA,Philadelphia,NJ-EDS-B
19106,PA,Philadelphia,NJ-EDS-B
19107,PA,Philadelphia,NJ-EDS-B
19109,PA,Philadelphia,NJ-EDS-B
19110,PA,Philadelphia,NJ-EDS-B
19111,PA,Philadelphia,NJ-EDS-A
19112,PA,Philadelphia,NJ-EDS-B
19113,PA,Philadelphia,NJ-EDS-B
19114,PA,Philadelphia,NJ-EDS-A
19115,PA,Philadelphia,NJ-EDS-A
19116,PA,Philadelphia,NJ-EDS-A
19118,PA,Philadelphia,NJ-EDS-B
19119,PA,Philadelphia,NJ-EDS-B
19120,PA,Philadelphia,NJ-EDS-B
19121,PA,Philadelphia,NJ-EDS-B
19122,PA,Philadelphia,NJ-EDS-B
19123,PA,Philadelphia,NJ-EDS-B
19124,PA,Philadelphia,NJ-EDS-B
19125,PA,Philadelphia,NJ-EDS-B
19126,PA,Philadelphia,NJ-EDS-B
19127,PA,Philadelphia,NJ-EDS-B
19128,PA,Philadelphia,NJ-EDS-B
19129,PA,Philadelphia,NJ-EDS-B
19130,PA,Philadelphia,NJ-EDS-B
19131,PA,Philadelphia,NJ-EDS-B
19132,PA,Philadelphia,NJ-EDS-B
19133,PA,Philadelphia,NJ-EDS-B
19134,PA,Philadelphia,NJ-EDS-B
19135,PA,Philadelphia,NJ-EDS-A
19136,PA,Philadelphia,NJ-EDS-A
19137,PA,Philadelphia,NJ-EDS-B
19138,PA,Philadelphia,NJ-EDS-B
19139,PA,Philadelphia,NJ-EDS-B
19140,PA,Philadelphia,NJ-EDS-B
19141,PA,Philadelphia,NJ-EDS-B
19142,PA,Philadelphia,NJ-EDS-B
19143,PA,Philadelphia,NJ-EDS-B
19144,PA,Philadelphia,NJ-EDS-B
19145,PA,Philadelphia,NJ-EDS-B
19146,PA,Philadelphia,NJ-EDS-B
19147,PA,Philadelphia,NJ-EDS-B
19148,PA,Philadelphia,NJ-EDS-B
19149,PA,Philadelphia,NJ-EDS-A
19150,PA,Philadelphia,NJ-EDS-B
19151,PA,Philadelphia,NJ-EDS-B
19152,PA,Philadelphia,NJ-EDS-A
19153,PA,Philadelphia,NJ-EDS-B
19154,PA,Philadelphia,NJ-EDS-A
19161,PA,Philadelphia,NJ-EDS-B
19162,PA,Philadelphia,NJ-EDS-B
19170,PA,Philadelphia,NJ-EDS-B
19171,PA,Philadelphia,NJ-EDS-B
19172,PA,Philadelphia,NJ-EDS-B
19173,PA,Philadelphia,NJ-EDS-B
19175,PA,Philadelphia,NJ-EDS-B
19177,PA,Philadelphia,NJ-EDS-B
19178,PA,Philadelphia,NJ-EDS-B
19179,PA,Philadelphia,NJ-EDS-B
19181,PA,Philadelphia,NJ-EDS-B
19182,PA,Philadelphia,NJ-EDS-B
19183,PA,Philadelphia,NJ-EDS-B
19184,PA,Philadelphia,NJ-EDS-B
19185,PA,Philadelphia,NJ-EDS-B
19187,PA,Philadelphia,NJ-EDS-B
19188,PA,Philadelphia,NJ-EDS-B
19190,PA,Philadelphia,NJ-EDS-B
19191,PA,Philadelphia,NJ-EDS-B
19192,PA,Philadelphia,NJ-EDS-B
19193,PA,Philadelphia,NJ-EDS-B
19194,PA,Philadelphia,NJ-EDS-B
19195,PA,Philadelphia,NJ-EDS-B
19196,PA,Philadelphia,NJ-EDS-B
19197,PA,Philadelphia,NJ-EDS-B
19244,PA,Philadelphia,NJ-EDS-B
19255,PA,Philadelphia,NJ-EDS-B
19405,PA,Bridgeport,NJ-EDS-B
19422,PA,Blue Bell,NJ-EDS-B
19424,PA,Blue Bell,NJ-EDS-B
19428,PA,Conshohocken,NJ-EDS-B
19429,PA,Conshohocken,NJ-EDS-B
19436,PA,Gwynedd,NJ-EDS-B
19444,PA,Lafayette Hill,NJ-EDS-B
19454,PA,North Wales,NJ-EDS-A
19462,PA,Plymouth Meeting,NJ-EDS-B
19477,PA,Spring House,NJ-EDS-A
08205,NJ,Absecon,NJ-EDS-C
08201,NJ,Absecon,NJ-EDS-C
12404,NY,Accord,NJ-EDS-C
17501,PA,Akron,NJ-EDS-C
18210,PA,Albrightsville,NJ-EDS-C
18011,PA,Alburtis,NJ-EDS-C
18109,PA,Allentown,NJ-EDS-C
18101,PA,Allentown,NJ-EDS-C
18103,PA,Allentown,NJ-EDS-C
18102,PA,Allentown,NJ-EDS-C
18104,PA,Allentown,NJ-EDS-C
18106,PA,Allentown,NJ-EDS-C
18195,PA,Allentown,NJ-EDS-C
10501,NY,Amawalk,NJ-EDS-C
07821,NJ,Andover,NJ-EDS-C
18211,PA,Andreas,NJ-EDS-C
06401,CT,Ansonia,NJ-EDS-C
18403,PA,Archbald,NJ-EDS-C
08802,NJ,Asbury,NJ-EDS-C
19014,PA,Aston,NJ-EDS-C
08004,NJ,Atco,NJ-EDS-C
19310,PA,Atglen,NJ-EDS-C
08401,NJ,Atlantic City,NJ-EDS-C
08405,NJ,Atlantic City,NJ-EDS-C
17922,PA,Auburn,NJ-EDS-C
07822,NJ,Augusta,NJ-EDS-C
19311,PA,Avondale,NJ-EDS-C
10505,NY,Baldwin Place,NJ-EDS-C
19503,PA,Bally,NJ-EDS-C
18013,PA,Bangor,NJ-EDS-C
08005,NJ,Barnegat,NJ-EDS-C
18214,PA,Barnesville,NJ-EDS-C
12719,NY,Barryville,NJ-EDS-C
19504,PA,Barto,NJ-EDS-C
18321,PA,Bartonsville,NJ-EDS-C
18014,PA,Bath,NJ-EDS-C
11705,NY,Bayport,NJ-EDS-C
08008,NJ,Beach Haven,NJ-EDS-C
18405,PA,Beach Lake,NJ-EDS-C
12508,NY,Beacon,NJ-EDS-C
06403,CT,Beacon Falls,NJ-EDS-C
19701,DE,Bear,NJ-EDS-C
10911,NY,Bear Mountain,NJ-EDS-C
18216,PA,Beaver Meadows,NJ-EDS-C
19505,PA,Bechtelsville,NJ-EDS-C
10506,NY,Bedford,NJ-EDS-C
10507,NY,Bedford Hills,NJ-EDS-C
11713,NY,Bellport,NJ-EDS-C
07823,NJ,Belvidere,NJ-EDS-C
19506,PA,Bernville,NJ-EDS-C
19312,PA,Berwyn,NJ-EDS-C
06524,CT,Bethany,NJ-EDS-C
06801,CT,Bethel,NJ-EDS-C
12720,NY,Bethel,NJ-EDS-C
18020,PA,Bethlehem,NJ-EDS-C
18015,PA,Bethlehem,NJ-EDS-C
18016,PA,Bethlehem,NJ-EDS-C
18018,PA,Bethlehem,NJ-EDS-C
18017,PA,Bethlehem,NJ-EDS-C
18025,PA,Bethlehem,NJ-EDS-C
06751,CT,Bethlehem,NJ-EDS-C
17505,PA,Bird In Hand,NJ-EDS-C
19508,PA,Birdsboro,NJ-EDS-C
07825,NJ,Blairstown,NJ-EDS-C
18610,PA,Blakeslee,NJ-EDS-C
19510,PA,Blandon,NJ-EDS-C
12721,NY,Bloomingburg,NJ-EDS-C
07403,NJ,Bloomingdale,NJ-EDS-C
12411,NY,Bloomington,NJ-EDS-C
08804,NJ,Bloomsbury,NJ-EDS-C
11715,NY,Blue Point,NJ-EDS-C
11716,NY,Bohemia,NJ-EDS-C
07005,NJ,Boonton,NJ-EDS-C
19512,PA,Boyertown,NJ-EDS-C
07890,NJ,Branchville,NJ-EDS-C
07826,NJ,Branchville,NJ-EDS-C
06405,CT,Branford,NJ-EDS-C
18031,PA,Breinigsville,NJ-EDS-C
10509,NY,Brewster,NJ-EDS-C
08014,NJ,Bridgeport,NJ-EDS-C
06605,CT,Bridgeport,NJ-EDS-C
06673,CT,Bridgeport,NJ-EDS-C
06699,CT,Bridgeport,NJ-EDS-C
06604,CT,Bridgeport,NJ-EDS-C
06606,CT,Bridgeport,NJ-EDS-C
06608,CT,Bridgeport,NJ-EDS-C
06607,CT,Bridgeport,NJ-EDS-C
06610,CT,Bridgeport,NJ-EDS-C
08302,NJ,Bridgeton,NJ-EDS-C
06752,CT,Bridgewater,NJ-EDS-C
08203,NJ,Brigantine,NJ-EDS-C
17925,PA,Brockton,NJ-EDS-C
18322,PA,Brodheadsville,NJ-EDS-C
06804,CT,Brookfield,NJ-EDS-C
19015,PA,Brookhaven,NJ-EDS-C
11719,NY,Brookhaven,NJ-EDS-C
10511,NY,Buchanan,NJ-EDS-C
07828,NJ,Budd Lake,NJ-EDS-C
08310,NJ,Buena,NJ-EDS-C
18324,PA,Bushkill,NJ-EDS-C
07405,NJ,Butler,NJ-EDS-C
12723,NY,Callicoon,NJ-EDS-C
11933,NY,Calverton,NJ-EDS-C
10916,NY,Campbell Hall,NJ-EDS-C
18325,PA,Canadensis,NJ-EDS-C
08210,NJ,Cape May Court House,NJ-EDS-C
18407,PA,Carbondale,NJ-EDS-C
10512,NY,Carmel,NJ-EDS-C
18032,PA,Catasauqua,NJ-EDS-C
08311,NJ,Cedarville,NJ-EDS-C
11934,NY,Center Moriches,NJ-EDS-C
18034,PA,Center Valley,NJ-EDS-C
11720,NY,Centereach,NJ-EDS-C
11722,NY,Central Islip,NJ-EDS-C
10917,NY,Central Valley,NJ-EDS-C
19317,PA,Chadds Ford,NJ-EDS-C
18914,PA,Chalfont,NJ-EDS-C
07831,NJ,Changewater,NJ-EDS-C
08019,NJ,Chatsworth,NJ-EDS-C
18035,PA,Cherryville,NJ-EDS-C
07930,NJ,Chester,NJ-EDS-C
10918,NY,Chester,NJ-EDS-C
19425,PA,Chester Springs,NJ-EDS-C
19319,PA,Cheyney,NJ-EDS-C
17509,PA,Christiana,NJ-EDS-C
10919,NY,Circleville,NJ-EDS-C
18411,PA,Clarks Summit,NJ-EDS-C
12725,NY,Claryville,NJ-EDS-C
19703,DE,Claymont,NJ-EDS-C
08312,NJ,Clayton,NJ-EDS-C
12514,NY,Clinton Corners,NJ-EDS-C
12515,NY,Clintondale,NJ-EDS-C
18218,PA,Coaldale,NJ-EDS-C
19320,PA,Coatesville,NJ-EDS-C
12726,NY,Cochecton,NJ-EDS-C
12727,NY,Cochecton Center,NJ-EDS-C
19330,PA,Cochranville,NJ-EDS-C
10516,NY,Cold Spring,NJ-EDS-C
19426,PA,Collegeville,NJ-EDS-C
18915,PA,Colmar,NJ-EDS-C
07832,NJ,Columbia,NJ-EDS-C
19340,PA,Concordville,NJ-EDS-C
19339,PA,Concordville,NJ-EDS-C
18036,PA,Coopersburg,NJ-EDS-C
18037,PA,Coplay,NJ-EDS-C
11727,NY,Coram,NJ-EDS-C
12518,NY,Cornwall,NJ-EDS-C
12520,NY,Cornwall On Hudson,NJ-EDS-C
10567,NY,Cortlandt Manor,NJ-EDS-C
06807,CT,Cos Cob,NJ-EDS-C
12419,NY,Cottekill,NJ-EDS-C
18326,PA,Cresco,NJ-EDS-C
17929,PA,Cressona,NJ-EDS-C
10518,NY,Cross River,NJ-EDS-C
12729,NY,Cuddebackville,NJ-EDS-C
18414,PA,Dalton,NJ-EDS-C
18415,PA,Damascus,NJ-EDS-C
06810,CT,Danbury,NJ-EDS-C
06811,CT,Danbury,NJ-EDS-C
18038,PA,Danielsville,NJ-EDS-C
06820,CT,Darien,NJ-EDS-C
08314,NJ,Delmont,NJ-EDS-C
17517,PA,Denver,NJ-EDS-C
07834,NJ,Denville,NJ-EDS-C
06418,CT,Derby,NJ-EDS-C
19333,PA,Devon,NJ-EDS-C
18519,PA,Dickson City,NJ-EDS-C
18328,PA,Dingmans Ferry,NJ-EDS-C
08317,NJ,Dorothy,NJ-EDS-C
19518,PA,Douglassville,NJ-EDS-C
07801,NJ,Dover,NJ-EDS-C
12522,NY,Dover Plains,NJ-EDS-C
19335,PA,Downingtown,NJ-EDS-C
18222,PA,Drums,NJ-EDS-C
18917,PA,Dublin,NJ-EDS-C
18642,PA,Duryea,NJ-EDS-C
19415,PA,Eagleville,NJ-EDS-C
17519,PA,East Earl,NJ-EDS-C
18041,PA,East Greenville,NJ-EDS-C
06512,CT,East Haven,NJ-EDS-C
11730,NY,East Islip,NJ-EDS-C
11940,NY,East Moriches,NJ-EDS-C
11942,NY,East Quogue,NJ-EDS-C
11733,NY,East Setauket,NJ-EDS-C
18301,PA,East Stroudsburg,NJ-EDS-C
18302,PA,East Stroudsburg,NJ-EDS-C
18042,PA,Easton,NJ-EDS-C
18040,PA,Easton,NJ-EDS-C
18045,PA,Easton,NJ-EDS-C
06612,CT,Easton,NJ-EDS-C
11941,NY,Eastport,NJ-EDS-C
18330,PA,Effort,NJ-EDS-C
08215,NJ,Egg Harbor City,NJ-EDS-C
